,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
18257,Manhattan,240,5,52,Medium,271
18259,Manhattan,165,2,22,Medium,0
18260,Queens,145,3,88,Medium,321
18264,Queens,122,2,128,Medium,255
18270,Brooklyn,113,2,167,Medium,167
18277,Manhattan,115,5,65,Medium,157
18278,Manhattan,239,3,17,Medium,212
18280,Manhattan,295,2,42,Medium,81
18282,Brooklyn,125,4,55,Medium,0
18283,Bronx,175,2,28,Medium,36
18289,Manhattan,105,3,24,Medium,0
18291,Brooklyn,125,12,24,Medium,0
18300,Queens,200,2,93,Medium,346
18305,Manhattan,245,30,12,Medium,245
18306,Brooklyn,120,3,36,Medium,89
18316,Brooklyn,170,3,87,Medium,32
18317,Queens,110,1,75,Medium,56
18332,Brooklyn,147,2,47,Medium,0
18335,Brooklyn,154,2,143,Medium,269
18339,Manhattan,250,1,180,Medium,229
18342,Manhattan,105,2,11,Medium,0
18344,Manhattan,180,3,16,Medium,0
18345,Queens,130,2,111,Medium,252
18352,Brooklyn,149,3,19,Medium,363
18353,Manhattan,150,2,29,Medium,0
18357,Manhattan,130,2,11,Medium,0
18359,Manhattan,180,1,36,Medium,0
18360,Manhattan,125,4,37,Medium,0
18369,Brooklyn,180,4,64,Medium,57
18371,Manhattan,139,5,120,Medium,52
18372,Manhattan,149,2,121,Medium,70
18377,Manhattan,125,1,24,Medium,188
18379,Manhattan,198,3,15,Medium,4
18382,Manhattan,215,1,76,Medium,245
18386,Queens,199,3,169,Medium,302
18389,Manhattan,199,30,32,Medium,343
18396,Brooklyn,110,1,208,Medium,293
18397,Queens,165,2,37,Medium,86
18401,Manhattan,252,2,16,Medium,327
18406,Brooklyn,125,2,70,Medium,71
18408,Brooklyn,115,1,129,Medium,255
18410,Manhattan,249,7,70,Medium,266
18412,Manhattan,795,4,26,High,340
18414,Queens,105,2,51,Medium,208
18424,Manhattan,289,2,74,Medium,243
18430,Brooklyn,155,4,31,Medium,24
18436,Queens,300,2,73,High,228
18441,Brooklyn,135,3,39,Medium,311
18443,Manhattan,140,1,34,Medium,170
18444,Staten Island,185,2,15,Medium,0
18446,Manhattan,162,5,22,Medium,156
18447,Brooklyn,185,5,53,Medium,269
18449,Manhattan,160,3,12,Medium,5
18453,Manhattan,200,2,22,Medium,4
18456,Manhattan,499,30,70,High,0
18457,Manhattan,189,2,164,Medium,206
18458,Queens,185,2,25,Medium,0
18460,Manhattan,149,30,84,Medium,337
18464,Brooklyn,125,3,38,Medium,197
18469,Brooklyn,149,2,28,Medium,2
18477,Brooklyn,125,1,19,Medium,281
18479,Brooklyn,107,3,82,Medium,284
18481,Brooklyn,125,2,24,Medium,0
18485,Manhattan,170,1,127,Medium,1
18489,Manhattan,250,2,66,Medium,89
18496,Brooklyn,200,5,21,Medium,364
18499,Staten Island,275,4,29,Medium,313
18503,Manhattan,375,1,34,High,7
18504,Manhattan,129,1,198,Medium,21
18510,Manhattan,225,5,18,Medium,96
18511,Manhattan,106,1,63,Medium,19
18516,Brooklyn,220,3,12,Medium,19
18517,Brooklyn,110,4,75,Medium,48
18518,Staten Island,275,4,24,Medium,127
18520,Manhattan,125,1,37,Medium,310
18522,Manhattan,122,5,13,Medium,0
18531,Manhattan,175,7,26,Medium,188
18535,Manhattan,195,4,17,Medium,188
18537,Brooklyn,250,4,61,Medium,324
18538,Brooklyn,170,3,120,Medium,96
18543,Brooklyn,299,2,35,Medium,261
18547,Manhattan,149,30,86,Medium,220
18548,Brooklyn,150,2,154,Medium,271
18551,Manhattan,153,3,82,Medium,0
18553,Brooklyn,172,2,20,Medium,7
18554,Queens,109,1,176,Medium,316
18555,Manhattan,180,2,100,Medium,344
18557,Brooklyn,175,20,11,Medium,0
18562,Queens,125,2,122,Medium,214
18567,Manhattan,225,5,16,Medium,364
18569,Brooklyn,295,2,78,Medium,309
18570,Manhattan,160,3,21,Medium,3
18573,Manhattan,110,1,40,Medium,345
18579,Manhattan,175,3,37,Medium,19
18582,Manhattan,672,2,23,High,268
18585,Brooklyn,132,4,92,Medium,260
18587,Manhattan,250,1,13,Medium,0
18588,Manhattan,300,4,24,High,61
18601,Manhattan,125,5,91,Medium,143
18602,Manhattan,125,2,32,Medium,0
18605,Queens,150,1,144,Medium,134
18609,Brooklyn,145,2,133,Medium,178
18610,Manhattan,180,4,17,Medium,203
18612,Brooklyn,120,2,157,Medium,68
18622,Brooklyn,163,2,33,Medium,255
18626,Manhattan,105,2,38,Medium,0
18630,Brooklyn,141,4,33,Medium,159
18643,Manhattan,150,7,29,Medium,31
18648,Brooklyn,120,3,59,Medium,57
18674,Manhattan,199,2,15,Medium,54
18677,Brooklyn,170,30,17,Medium,0
18679,Manhattan,200,6,23,Medium,89
18681,Manhattan,200,3,31,Medium,51
18682,Brooklyn,160,2,18,Medium,0
18690,Brooklyn,150,2,145,Medium,35
18699,Staten Island,125,2,96,Medium,362
18702,Brooklyn,225,4,112,Medium,136
18703,Manhattan,180,1,319,Medium,57
18708,Manhattan,125,2,102,Medium,35
18712,Manhattan,195,2,90,Medium,134
18715,Manhattan,300,3,11,High,0
18716,Brooklyn,250,1,62,Medium,178
18717,Manhattan,105,4,18,Medium,0
18724,Manhattan,199,3,19,Medium,11
18726,Brooklyn,135,30,108,Medium,206
18728,Brooklyn,120,1,87,Medium,313
18730,Manhattan,120,1,25,Medium,89
18731,Manhattan,120,1,24,Medium,89
18743,Manhattan,129,2,26,Medium,89
18744,Brooklyn,113,3,27,Medium,37
18746,Brooklyn,175,3,29,Medium,282
18749,Manhattan,200,5,41,Medium,333
18750,Brooklyn,152,3,132,Medium,321
18751,Queens,140,2,115,Medium,298
18755,Manhattan,215,3,88,Medium,200
18756,Brooklyn,140,2,83,Medium,7
18762,Queens,150,2,51,Medium,329
18763,Manhattan,195,2,48,Medium,344
18772,Brooklyn,155,7,19,Medium,333
18781,Brooklyn,148,2,16,Medium,0
18785,Manhattan,150,1,23,Medium,14
18786,Manhattan,300,2,22,High,8
18789,Manhattan,200,3,25,Medium,89
18796,Manhattan,198,2,22,Medium,8
18798,Queens,200,3,24,Medium,131
18802,Manhattan,415,2,57,High,22
18806,Manhattan,180,7,17,Medium,5
18814,Brooklyn,250,3,41,Medium,30
18815,Brooklyn,225,2,51,Medium,0
18818,Brooklyn,249,2,43,Medium,38
18823,Manhattan,129,1,133,Medium,61
18824,Brooklyn,250,2,37,Medium,83
18825,Manhattan,110,2,26,Medium,280
18829,Manhattan,129,3,67,Medium,0
18831,Queens,105,2,48,Medium,13
18835,Brooklyn,102,1,44,Medium,38
18843,Manhattan,120,1,20,Medium,81
18849,Brooklyn,145,3,96,Medium,0
18860,Manhattan,225,2,84,Medium,27
18862,Brooklyn,218,2,117,Medium,226
18866,Brooklyn,105,5,26,Medium,269
18867,Manhattan,195,7,28,Medium,285
18869,Brooklyn,150,2,14,Medium,363
18875,Queens,180,4,45,Medium,351
18883,Manhattan,270,3,70,Medium,255
18899,Brooklyn,150,4,123,Medium,101
18900,Manhattan,129,1,98,Medium,27
18901,Manhattan,220,2,24,Medium,207
18904,Brooklyn,125,2,98,Medium,164
18911,Brooklyn,259,1,157,Medium,155
18916,Brooklyn,180,2,126,Medium,74
18919,Manhattan,168,1,138,Medium,32
18921,Brooklyn,130,1,13,Medium,0
18946,Manhattan,249,5,24,Medium,17
18948,Manhattan,584,5,89,High,179
18952,Manhattan,350,3,85,High,175
18963,Manhattan,115,1,15,Medium,7
18966,Manhattan,110,4,32,Medium,167
18969,Manhattan,150,2,36,Medium,13
18970,Brooklyn,249,6,49,Medium,0
18971,Manhattan,225,2,15,Medium,0
18972,Brooklyn,195,2,128,Medium,93
18975,Manhattan,750,30,42,High,281
18979,Manhattan,215,30,16,Medium,0
18982,Queens,155,2,95,Medium,309
18985,Manhattan,140,2,105,Medium,0
18989,Brooklyn,150,4,12,Medium,5
18990,Manhattan,110,1,200,Medium,60
19003,Brooklyn,250,3,19,Medium,7
19008,Queens,239,3,11,Medium,135
19011,Manhattan,200,3,79,Medium,28
19014,Manhattan,110,2,41,Medium,89
19021,Manhattan,165,3,57,Medium,157
19022,Brooklyn,188,2,25,Medium,30
19023,Brooklyn,140,3,62,Medium,275
19025,Brooklyn,150,2,16,Medium,35
19026,Manhattan,300,4,69,High,110
19031,Brooklyn,150,2,66,Medium,55
19033,Manhattan,119,2,12,Medium,124
19034,Manhattan,200,3,170,Medium,82
19054,Brooklyn,135,30,68,Medium,247
19056,Manhattan,149,2,24,Medium,0
19059,Manhattan,120,4,13,Medium,42
19062,Manhattan,180,1,205,Medium,90
19063,Manhattan,299,1,103,Medium,335
19068,Brooklyn,151,2,13,Medium,188
19070,Manhattan,160,5,102,Medium,118
19072,Manhattan,120,3,21,Medium,82
19075,Brooklyn,130,1,104,Medium,146
19078,Brooklyn,130,2,73,Medium,330
19094,Staten Island,150,1,23,Medium,336
19104,Brooklyn,125,30,11,Medium,87
19108,Brooklyn,170,2,94,Medium,78
19111,Manhattan,198,2,30,Medium,333
19112,Manhattan,198,2,16,Medium,263
19127,Manhattan,499,3,12,High,365
19128,Brooklyn,175,3,71,Medium,162
19129,Staten Island,110,1,20,Medium,337
19133,Manhattan,150,20,38,Medium,29
19137,Manhattan,189,2,136,Medium,30
19138,Manhattan,649,2,13,High,365
19145,Manhattan,140,3,137,Medium,154
19156,Brooklyn,350,2,19,High,179
19162,Manhattan,214,2,15,Medium,17
19168,Brooklyn,185,3,109,Medium,269
19171,Manhattan,375,1,16,High,110
19173,Brooklyn,125,2,27,Medium,136
19180,Manhattan,175,3,20,Medium,0
19183,Manhattan,850,3,32,High,262
19190,Brooklyn,400,30,118,High,265
19191,Manhattan,450,30,12,High,165
19195,Manhattan,200,3,62,Medium,49
19197,Manhattan,120,1,18,Medium,0
19206,Brooklyn,144,1,32,Medium,0
19215,Brooklyn,135,2,22,Medium,5
19217,Manhattan,300,1,23,High,364
19225,Brooklyn,125,5,15,Medium,288
19236,Manhattan,1000,30,17,High,365
19241,Brooklyn,390,1,131,High,321
19245,Manhattan,150,7,12,Medium,32
19249,Queens,105,1,92,Medium,316
19259,Manhattan,600,4,16,High,96
19264,Queens,150,2,20,Medium,76
19265,Manhattan,225,1,51,Medium,9
19273,Manhattan,245,2,44,Medium,0
19277,Brooklyn,110,1,102,Medium,267
19283,Brooklyn,408,3,88,High,267
19289,Brooklyn,125,3,93,Medium,13
19293,Manhattan,115,2,72,Medium,275
19299,Manhattan,183,1,173,Medium,271
19300,Brooklyn,150,2,110,Medium,152
19302,Brooklyn,150,4,77,Medium,258
19312,Manhattan,200,2,102,Medium,101
19314,Manhattan,200,2,28,Medium,66
19316,Brooklyn,135,2,19,Medium,35
19320,Manhattan,275,2,32,Medium,41
19323,Manhattan,110,3,94,Medium,26
19326,Brooklyn,160,2,129,Medium,220
19330,Brooklyn,101,1,91,Medium,12
19331,Manhattan,174,4,12,Medium,0
19347,Brooklyn,175,2,129,Medium,206
19348,Manhattan,375,2,40,High,285
19349,Manhattan,249,2,18,Medium,0
19353,Brooklyn,250,2,119,Medium,230
19355,Manhattan,180,2,134,Medium,70
19357,Manhattan,205,1,23,Medium,363
19363,Brooklyn,150,2,61,Medium,0
19365,Manhattan,130,2,123,Medium,59
19366,Queens,122,3,32,Medium,84
19377,Manhattan,145,2,101,Medium,0
19379,Brooklyn,138,3,74,Medium,83
19384,Brooklyn,130,3,34,Medium,147
19396,Brooklyn,250,3,16,Medium,3
19403,Queens,108,3,36,Medium,356
19405,Brooklyn,170,2,21,Medium,8
19406,Brooklyn,125,2,118,Medium,68
19407,Manhattan,149,2,88,Medium,76
19408,Brooklyn,125,1,12,Medium,0
19410,Manhattan,120,2,13,Medium,0
19413,Manhattan,150,2,74,Medium,112
19432,Manhattan,190,4,83,Medium,104
19440,Brooklyn,449,2,78,High,347
19442,Manhattan,250,3,41,Medium,147
19445,Bronx,120,2,26,Medium,260
19450,Brooklyn,147,5,85,Medium,0
19454,Manhattan,200,3,41,Medium,1
19459,Brooklyn,150,2,100,Medium,0
19460,Manhattan,135,3,21,Medium,0
19462,Manhattan,335,4,59,High,263
19463,Brooklyn,198,7,43,Medium,241
19468,Brooklyn,145,2,142,Medium,218
19471,Brooklyn,125,7,29,Medium,347
19473,Manhattan,140,2,43,Medium,0
19479,Brooklyn,160,2,97,Medium,68
19481,Brooklyn,199,3,20,Medium,0
19484,Manhattan,200,3,58,Medium,152
19485,Brooklyn,190,5,18,Medium,5
19487,Brooklyn,160,2,68,Medium,48
19488,Manhattan,235,4,75,Medium,151
19498,Brooklyn,135,1,12,Medium,0
19499,Manhattan,175,2,27,Medium,63
19500,Brooklyn,345,3,13,High,9
19501,Brooklyn,275,2,102,Medium,276
19510,Manhattan,120,1,107,Medium,83
19514,Brooklyn,140,28,14,Medium,234
19517,Brooklyn,110,2,11,Medium,0
19522,Brooklyn,155,4,44,Medium,98
19525,Brooklyn,139,2,151,Medium,284
19536,Manhattan,209,2,157,Medium,16
19537,Manhattan,185,2,145,Medium,215
19543,Manhattan,129,3,76,Medium,74
19544,Brooklyn,126,1,188,Medium,295
19554,Manhattan,210,1,202,Medium,211
19556,Manhattan,186,2,109,Medium,77
19564,Brooklyn,160,3,12,Medium,0
19567,Brooklyn,119,2,152,Medium,14
19570,Manhattan,140,2,66,Medium,44
19572,Brooklyn,199,2,116,Medium,230
19573,Brooklyn,125,3,91,Medium,78
19577,Manhattan,249,3,55,Medium,1
19579,Manhattan,175,1,22,Medium,12
19583,Manhattan,236,1,23,Medium,0
19585,Brooklyn,120,3,117,Medium,232
19597,Brooklyn,109,1,228,Medium,326
19600,Manhattan,300,1,59,High,73
19603,Manhattan,133,4,23,Medium,5
19610,Manhattan,250,4,12,Medium,3
19612,Brooklyn,350,1,19,High,244
19614,Manhattan,218,2,60,Medium,305
19615,Brooklyn,176,2,80,Medium,197
19617,Manhattan,160,3,90,Medium,147
19632,Brooklyn,111,1,74,Medium,156
19633,Brooklyn,120,2,56,Medium,85
19639,Brooklyn,116,1,213,Medium,314
19641,Manhattan,333,1,40,High,62
19647,Manhattan,125,5,59,Medium,110
19664,Brooklyn,365,5,77,High,112
19670,Brooklyn,150,30,13,Medium,220
19671,Manhattan,119,1,117,Medium,365
19674,Brooklyn,450,5,15,High,60
19681,Manhattan,499,4,69,High,280
19685,Brooklyn,105,2,146,Medium,62
19687,Brooklyn,150,4,11,Medium,0
19690,Brooklyn,146,3,98,Medium,79
19693,Brooklyn,125,2,89,Medium,310
19694,Brooklyn,182,4,83,Medium,254
19696,Brooklyn,255,3,16,Medium,33
19697,Manhattan,160,45,17,Medium,281
19698,Manhattan,160,45,16,Medium,345
19703,Manhattan,125,1,59,Medium,88
19705,Brooklyn,170,2,149,Medium,1
19706,Queens,115,3,143,Medium,3
19712,Brooklyn,139,1,216,Medium,257
19719,Manhattan,120,6,46,Medium,40
19731,Brooklyn,153,3,64,Medium,277
19732,Brooklyn,350,2,22,High,21
19735,Manhattan,178,9,22,Medium,0
19739,Brooklyn,160,2,127,Medium,270
19747,Manhattan,159,6,39,Medium,351
19748,Brooklyn,250,5,40,Medium,70
19750,Manhattan,160,1,73,Medium,229
19756,Manhattan,400,1,17,High,364
19762,Brooklyn,109,4,91,Medium,212
19764,Manhattan,175,2,11,Medium,88
19766,Brooklyn,209,2,23,Medium,11
19774,Brooklyn,150,3,19,Medium,0
19777,Brooklyn,142,1,122,Medium,80
19779,Queens,110,2,67,Medium,191
19782,Manhattan,150,3,36,Medium,5
19784,Brooklyn,150,1,17,Medium,102
19791,Bronx,105,3,54,Medium,278
19794,Manhattan,295,365,15,Medium,0
19796,Manhattan,300,7,58,High,36
19801,Brooklyn,300,2,34,High,180
19803,Manhattan,1020,1,12,High,365
19807,Manhattan,164,1,141,Medium,209
19808,Manhattan,164,1,143,Medium,221
19812,Queens,159,5,25,Medium,299
19820,Brooklyn,105,1,38,Medium,0
19824,Manhattan,265,2,16,Medium,16
19829,Brooklyn,159,2,32,Medium,0
19837,Queens,120,1,31,Medium,352
19843,Manhattan,197,2,47,Medium,13
19845,Brooklyn,158,4,61,Medium,264
19846,Manhattan,125,7,12,Medium,0
19848,Manhattan,119,6,117,Medium,207
19849,Manhattan,128,7,71,Medium,171
19850,Brooklyn,169,3,44,Medium,64
19851,Manhattan,115,3,61,Medium,137
19859,Manhattan,203,3,13,Medium,0
19860,Manhattan,180,7,95,Medium,87
19863,Brooklyn,130,2,107,Medium,81
19868,Manhattan,180,4,46,Medium,0
19869,Brooklyn,250,2,53,Medium,2
19870,Brooklyn,150,2,14,Medium,0
19871,Manhattan,125,30,11,Medium,342
19875,Manhattan,130,4,32,Medium,39
19881,Manhattan,110,2,26,Medium,0
19884,Brooklyn,110,5,48,Medium,0
19885,Manhattan,180,2,146,Medium,259
19887,Queens,105,4,12,Medium,335
19888,Queens,105,4,21,Medium,352
19889,Manhattan,300,2,19,High,179
19892,Queens,120,1,77,Medium,361
19895,Manhattan,255,2,65,Medium,5
19900,Brooklyn,110,3,88,Medium,248
19901,Brooklyn,185,3,104,Medium,262
19902,Manhattan,147,1,42,Medium,4
19904,Manhattan,200,2,22,Medium,11
19905,Brooklyn,950,4,19,High,323
19907,Brooklyn,200,5,11,Medium,83
19918,Brooklyn,180,2,75,Medium,237
19923,Manhattan,375,2,14,High,335
19924,Manhattan,135,1,45,Medium,0
19926,Brooklyn,169,4,78,Medium,84
19931,Manhattan,400,4,12,High,26
19936,Manhattan,150,1,11,Medium,0
19948,Brooklyn,155,2,122,Medium,59
19952,Manhattan,198,2,23,Medium,329
19958,Brooklyn,195,1,39,Medium,62
19972,Manhattan,150,2,85,Medium,194
19980,Manhattan,150,2,81,Medium,63
19984,Manhattan,198,2,31,Medium,322
19997,Manhattan,265,2,113,Medium,297
19998,Manhattan,228,4,16,Medium,103
20000,Manhattan,280,2,53,Medium,12
20006,Manhattan,135,2,113,Medium,86
20007,Manhattan,110,1,188,Medium,158
20008,Brooklyn,149,1,120,Medium,329
20014,Brooklyn,340,3,12,High,63
20025,Manhattan,700,10,15,High,302
20027,Manhattan,198,2,27,Medium,246
20041,Brooklyn,170,2,213,Medium,37
20046,Manhattan,110,1,16,Medium,0
20050,Manhattan,190,2,23,Medium,27
20058,Manhattan,160,1,41,Medium,273
20073,Manhattan,131,2,15,Medium,11
20085,Brooklyn,150,2,13,Medium,0
20090,Manhattan,170,1,36,Medium,36
20110,Brooklyn,145,3,43,Medium,5
20111,Manhattan,199,5,53,Medium,0
20112,Manhattan,200,4,31,Medium,291
20113,Manhattan,181,1,158,Medium,173
20116,Queens,125,1,16,Medium,157
20121,Brooklyn,180,4,63,Medium,1
20130,Brooklyn,265,31,33,Medium,281
20132,Staten Island,105,1,12,Medium,89
20133,Manhattan,110,2,60,Medium,47
20151,Brooklyn,150,4,19,Medium,80
20157,Brooklyn,250,3,54,Medium,0
20160,Manhattan,110,2,137,Medium,102
20162,Brooklyn,160,2,11,Medium,0
20163,Manhattan,295,5,36,Medium,16
20169,Manhattan,265,3,111,Medium,155
20172,Manhattan,220,5,46,Medium,92
20175,Manhattan,130,2,133,Medium,21
20180,Brooklyn,200,4,71,Medium,230
20188,Manhattan,176,3,123,Medium,17
20191,Brooklyn,129,2,73,Medium,82
20194,Manhattan,113,3,131,Medium,12
20200,Manhattan,146,3,104,Medium,7
20201,Brooklyn,150,4,73,Medium,228
20204,Brooklyn,130,2,51,Medium,83
20209,Brooklyn,110,1,77,Medium,39
20215,Manhattan,120,4,22,Medium,0
20219,Manhattan,1200,1,36,High,354
20225,Manhattan,500,3,21,High,365
20227,Manhattan,114,1,40,Medium,324
20228,Brooklyn,175,2,21,Medium,313
20238,Manhattan,150,1,56,Medium,272
20239,Manhattan,330,2,124,High,317
20243,Brooklyn,175,2,44,Medium,3
20249,Queens,125,3,42,Medium,348
20258,Queens,120,2,78,Medium,135
20259,Brooklyn,175,2,71,Medium,68
20264,Manhattan,199,30,16,Medium,150
20274,Brooklyn,131,2,20,Medium,0
20276,Manhattan,225,10,14,Medium,11
20279,Queens,165,2,32,Medium,55
20286,Brooklyn,150,2,34,Medium,3
20289,Brooklyn,150,1,179,Medium,0
20294,Brooklyn,135,2,29,Medium,82
20297,Manhattan,132,1,14,Medium,326
20300,Brooklyn,169,1,34,Medium,364
20304,Manhattan,200,1,26,Medium,317
20306,Manhattan,400,3,17,High,334
20307,Manhattan,200,1,12,Medium,206
20321,Brooklyn,250,3,64,Medium,72
20331,Queens,250,2,14,Medium,1
20334,Manhattan,200,4,25,Medium,352
20340,Queens,239,3,12,Medium,266
20350,Queens,200,1,46,Medium,152
20366,Manhattan,150,1,21,Medium,0
20371,Brooklyn,135,2,77,Medium,61
20380,Queens,150,1,150,Medium,255
20381,Queens,120,1,134,Medium,249
20384,Manhattan,250,1,29,Medium,358
20387,Manhattan,250,3,31,Medium,295
20405,Brooklyn,135,5,13,Medium,159
20408,Brooklyn,300,2,11,High,9
20413,Brooklyn,110,2,91,Medium,48
20415,Brooklyn,125,3,22,Medium,0
20418,Brooklyn,115,5,47,Medium,91
20429,Brooklyn,135,3,14,Medium,0
20430,Brooklyn,140,4,47,Medium,5
20433,Manhattan,130,2,77,Medium,9
20441,Brooklyn,150,3,43,Medium,67
20443,Manhattan,250,3,53,Medium,220
20445,Brooklyn,179,31,59,Medium,198
20448,Brooklyn,350,3,17,High,129
20461,Manhattan,250,3,36,Medium,36
20469,Manhattan,190,2,45,Medium,112
20477,Manhattan,215,2,18,Medium,68
20483,Manhattan,350,4,33,High,346
20484,Manhattan,159,3,11,Medium,0
20485,Brooklyn,150,2,37,Medium,0
20495,Brooklyn,124,2,71,Medium,70
20500,Brooklyn,200,2,46,Medium,234
20505,Brooklyn,117,2,88,Medium,349
20517,Brooklyn,170,3,37,Medium,258
20540,Manhattan,129,7,11,Medium,188
20542,Manhattan,177,1,46,Medium,31
20545,Brooklyn,325,2,67,High,250
20549,Manhattan,280,4,23,Medium,17
20554,Manhattan,147,4,30,Medium,28
20574,Manhattan,105,2,85,Medium,117
20580,Brooklyn,125,1,112,Medium,221
20591,Manhattan,400,2,26,High,10
20592,Brooklyn,130,2,168,Medium,203
20606,Manhattan,240,3,15,Medium,45
20621,Brooklyn,139,2,93,Medium,217
20622,Manhattan,105,1,142,Medium,11
20628,Manhattan,190,1,86,Medium,236
20629,Manhattan,230,5,14,Medium,9
20645,Manhattan,295,2,43,Medium,66
20658,Brooklyn,280,1,133,Medium,359
20668,Manhattan,180,2,24,Medium,0
20672,Brooklyn,114,4,41,Medium,0
20680,Brooklyn,190,4,26,Medium,145
20682,Brooklyn,399,3,31,High,290
20684,Manhattan,110,3,79,Medium,257
20686,Manhattan,105,2,35,Medium,327
20702,Manhattan,205,3,102,Medium,117
20704,Manhattan,142,4,12,Medium,151
20712,Brooklyn,200,3,73,Medium,329
20722,Brooklyn,350,1,82,High,152
20728,Manhattan,180,3,49,Medium,1
20731,Brooklyn,179,30,32,Medium,326
20732,Brooklyn,116,1,55,Medium,0
20733,Queens,115,2,24,Medium,19
20739,Brooklyn,165,2,92,Medium,127
20741,Manhattan,275,1,81,Medium,258
20750,Brooklyn,150,2,30,Medium,0
20762,Brooklyn,120,2,105,Medium,22
20771,Brooklyn,165,3,33,Medium,305
20772,Brooklyn,150,4,78,Medium,29
20778,Manhattan,145,1,51,Medium,0
20784,Brooklyn,128,4,17,Medium,9
20801,Brooklyn,218,30,25,Medium,342
20803,Manhattan,120,3,15,Medium,15
20804,Manhattan,119,7,11,Medium,0
20807,Manhattan,190,2,24,Medium,0
20809,Manhattan,120,1,30,Medium,35
20810,Brooklyn,140,3,13,Medium,141
20817,Manhattan,375,2,30,High,38
20822,Brooklyn,260,3,17,Medium,309
20827,Manhattan,200,1,20,Medium,0
20830,Manhattan,125,4,17,Medium,0
20834,Brooklyn,110,3,147,Medium,88
20848,Brooklyn,115,2,124,Medium,275
20849,Manhattan,349,3,76,High,71
20850,Manhattan,259,2,116,Medium,1
20853,Manhattan,160,3,40,Medium,124
20856,Manhattan,160,5,14,Medium,92
20867,Manhattan,180,3,46,Medium,0
20872,Brooklyn,135,1,50,Medium,29
20879,Brooklyn,171,3,77,Medium,244
20885,Brooklyn,249,5,18,Medium,54
20888,Brooklyn,159,5,12,Medium,0
20890,Manhattan,196,3,90,Medium,186
20894,Brooklyn,122,7,43,Medium,146
20907,Bronx,150,4,84,Medium,93
20913,Manhattan,220,8,15,Medium,14
20922,Brooklyn,175,1,17,Medium,0
20932,Queens,225,1,69,Medium,329
20941,Brooklyn,149,1,39,Medium,75
20954,Brooklyn,380,3,11,High,22
20955,Brooklyn,125,2,103,Medium,185
20956,Manhattan,235,2,123,Medium,235
20962,Manhattan,120,5,11,Medium,134
20963,Brooklyn,120,30,77,Medium,0
20970,Brooklyn,175,4,14,Medium,0
20977,Brooklyn,160,4,68,Medium,16
20979,Manhattan,180,5,33,Medium,35
20980,Brooklyn,199,2,122,Medium,70
20991,Brooklyn,125,2,111,Medium,255
20996,Manhattan,175,3,15,Medium,0
21002,Manhattan,141,1,41,Medium,334
21010,Brooklyn,169,2,54,Medium,259
21012,Brooklyn,119,4,18,Medium,0
21013,Brooklyn,115,2,80,Medium,68
21014,Manhattan,115,2,27,Medium,363
21017,Brooklyn,160,30,36,Medium,53
21022,Brooklyn,220,2,17,Medium,167
21025,Brooklyn,225,2,64,Medium,337
21027,Queens,184,2,51,Medium,300
21032,Manhattan,122,3,19,Medium,0
21038,Manhattan,120,3,14,Medium,36
21039,Manhattan,233,2,92,Medium,219
21040,Manhattan,220,3,56,Medium,256
21042,Manhattan,105,1,124,Medium,0
21044,Brooklyn,175,7,17,Medium,0
21070,Brooklyn,206,2,13,Medium,116
21073,Manhattan,164,3,20,Medium,0
21076,Brooklyn,150,5,12,Medium,26
21078,Brooklyn,130,2,21,Medium,0
21081,Brooklyn,150,2,112,Medium,195
21083,Brooklyn,250,4,42,Medium,126
21093,Brooklyn,150,3,25,Medium,64
21096,Brooklyn,165,1,108,Medium,130
21099,Manhattan,124,28,12,Medium,38
21102,Brooklyn,275,2,119,Medium,65
21106,Manhattan,158,1,132,Medium,238
21112,Brooklyn,250,3,57,Medium,258
21114,Brooklyn,116,31,99,Medium,295
21118,Manhattan,200,2,45,Medium,159
21125,Manhattan,189,3,29,Medium,63
21133,Brooklyn,135,4,76,Medium,76
21137,Brooklyn,144,2,12,Medium,0
21140,Manhattan,119,9,53,Medium,15
21141,Brooklyn,170,2,154,Medium,235
21145,Manhattan,103,2,15,Medium,0
